#	Features (Channels)
1	0.0
2	2.13338
3	0.444049
4	0.0163973
5	0.0656925
6	0.0
7	0.0628753
8	0.786079
9	0.00295928
10	0.0277559
11	1.07928
12	0.0341061
13	0.211772
14	0.413
15	0.153367
16	0.247244
17	0.289349
18	1.20613
19	0.278915
20	0.730181
21	0.173951
22	0.163654
23	0.423246
24	0.860222
25	0.0167329
26	0.0
27	0.0
28	1.38695
29	3.63275
30	2.78513
31	0.35195
32	2.97127
33	0.204801
34	1.21195
35	1.14188
36	1.15348
37	0.47507
38	0.958449
39	0.017477
40	0.518987
41	0.65221
42	0.0233025
43	0.0557468
44	0.0431
45	0.560464
46	0.226574
47	1.6666
48	4.21169
49	2.5351
50	0.3506
51	0.0187578
52	0.0
53	0.250537
54	0.0431947
55	0.0
56	0.132957
57	0.981121
58	0.194635
59	0.0925982
60	1.06467
61	0.174367
62	0.0
63	1.42995
64	0.841291
65	0.24455
66	0.242079
67	0.771213
68	0.045637
69	1.40153
70	0.341758
71	0.32696
72	0.0504298
73	1.6871
74	1.76604
75	0.267139
76	0.0259079
77	1.14119
78	0.512536
79	3.83491
80	0.15466
81	1.30536
82	0.130268
83	0.800082
84	1.65769
85	2.27796
86	0.0
87	0.142138
88	0.869622
89	0.0481818
90	0.0
91	0.0223086
92	0.362443
93	0.862316
94	0.0118639
95	0.156588
96	1.20365
97	0.599497
98	0.60176
99	0.380632
100	0.71269
101	0.191704
102	1.33481
103	0.0244154
104	0.0
105	0.0
106	0.0360947
107	0.512907
108	0.306409
109	0.372549
110	0.405803
111	0.396129
112	0.555048
113	0.931998
114	0.00440612
115	0.465131
116	2.05509
117	0.0160205
118	0.0181493
119	2.30663
120	0.611668
121	0.75715
122	0.0434206
123	0.0241445
124	0.0252116
125	1.16867
126	0.259457
127	0.845749
128	0.444244
129	0.403682
130	0.130872
131	0.19728
132	0.0119645
133	1.24903
134	0.649202
135	0.0982056
136	0.00465845
137	0.265548
138	1.5818
139	0.189224
140	0.461494
141	0.0670371
142	0.103599
143	1.79617
144	0.00637126
145	0.288405
146	0.726315
147	0.657778
148	1.81877
149	0.242366
150	0.48621
151	0.0578745
152	0.693008
153	0.00356726
154	0.0799947
155	0.665694
156	0.388675
157	1.08667
158	0.235716
159	0.327425
160	0.0480912
161	1.11807
162	0.0410769
163	0.0250926
164	2.0919
165	0.461537
166	0.570809
167	0.191191
168	0.0973801
169	0.0970365
170	0.589664
171	0.957534
172	1.73976
173	0.706158
174	0.0541355
175	0.0740654
176	0.465986
177	0.481654
178	0.143955
179	0.130142
180	0.666252
181	0.0417413
182	0.263167
183	1.81107
184	0.751893
185	1.03311
186	0.0255868
187	0.118012
188	0.702677
189	0.0400526
190	0.0949571
191	0.133182
192	0.0
193	1.13776
194	0.0
195	1.61793
196	0.372388
197	0.771629
198	0.0301477
199	0.992976
200	0.298962
201	1.18374
202	0.0926788
203	0.0885027
204	5.45641
205	0.763922
206	0.291121
207	1.46117
208	0.037876
209	0.191015
210	1.23621
211	0.185259
212	0.90244
213	0.152102
214	0.0104789
215	0.771062
216	0.0
217	0.129053
218	0.906025
219	0.012799
220	0.307087
221	0.226733
222	0.718988
223	0.0583687
224	0.185095
225	0.131872
226	1.49049
227	0.169559
228	0.441087
229	1.09712
230	1.89114
231	0.510917
232	0.665611
233	0.0348707
234	0.328992
235	0.0599358
236	0.962608
237	0.0444603
238	1.13551
239	0.011877
240	0.0
241	0.225522
242	0.0526561
243	0.092966
244	0.0440027
245	0.0188558
246	0.0810365
247	0.146776
248	0.962942
249	0.147067
250	3.91081
251	0.0408311
252	0.0
253	0.0677702
254	1.2171
255	2.11071
256	0.145725
257	0.0
258	0.483431
259	0.253553
260	0.582381
261	1.36856
262	0.244563
263	0.0591271
264	0.913799
265	0.26249
266	0.535208
267	0.315042
268	0.117626
269	1.84692
270	0.121649
271	0.264019
272	1.60715
273	1.27049
274	0.0526107
275	0.468395
276	0.124373
277	0.382848
278	6.37902
279	0.0466714
280	0.738244
281	0.294073
282	2.31423
283	0.30615
284	0.232572
285	0.634013
286	0.377366
287	0.679799
288	1.08864
289	0.141349
290	0.0
291	1.87167
292	0.477425
293	0.141151
294	1.02705
295	0.128576
296	0.146781
297	0.0
298	1.54556
299	0.315097
300	0.300159
301	1.02975
302	1.04508
303	0.974147
304	0.304749
305	1.11916
306	1.27352
307	1.61481
308	0.247435
309	1.00063
310	0.012331
311	0.0875309
312	0.141567
313	0.111478
314	0.263961
315	0.274549
316	0.767888
317	0.00274303
318	0.542213
319	0.0
320	0.0
321	0.280928
322	1.60461
323	0.972354
324	0.0429442
325	2.03613
326	0.00606415
327	0.0103709
328	0.0877482
329	0.122661
330	1.47403
331	3.80506
332	0.0
333	1.4992
334	0.101973
335	0.0412435
336	0.0
337	1.02228
338	0.572775
339	0.0377386
340	1.52261
341	0.0
342	0.0857882
343	0.447739
344	0.105219
345	0.314682
346	0.0463173
347	0.856688
348	0.059496
349	0.0205881
350	1.02252
351	0.0587005
352	0.0019656
353	0.177065
354	0.246634
355	0.421114
356	0.00937867
357	0.0
358	0.39268
359	1.54717
360	1.15946
361	0.0
362	0.761965
363	0.424682
364	0.0001237
365	0.344285
366	0.619879
367	0.0072575
368	0.62707
369	1.83556
370	0.0252606
371	0.190174
372	2.86959
373	0.0
374	0.385951
375	0.182504
376	0.434243
377	0.00132508
378	0.528618
379	1.57431
380	0.0
381	0.0
382	0.0
383	0.210669
384	0.0
385	0.78656
386	0.125986
387	0.181443
388	0.743338
389	0.788124
390	0.324786
391	0.0381782
392	0.0
393	1.72297
394	0.243037
395	0.0
396	2.7069
397	0.164871
398	0.0
399	0.347894
400	0.0426238
401	0.998242
402	0.0121467
403	0.386126
404	0.323624
405	0.0
406	1.10019
407	0.0873217
408	0.064456
409	1.50906
410	0.0
411	0.0818389
412	1.90982
413	2.3202
414	0.498804
415	0.137814
416	0.320762
417	0.0
418	0.807387
419	0.176742
420	1.51774
421	1.36371
422	0.118297
423	0.851512
424	0.0
425	0.144005
426	1.72735
427	0.0
428	0.496843
429	0.0194841
430	0.207191
431	1.25408
432	0.650435
433	1.00574
434	0.048498
435	0.443594
436	0.0
437	0.112163
438	0.117885
439	1.05076
440	1.49148
441	0.261415
442	0.367345
443	1.63562
444	0.0571945
445	0.112383
446	0.155397
447	0.199675
448	1.87132
449	0.00764943
450	0.241414
451	0.261449
452	0.0211228
453	0.288842
454	0.087667
455	0.551542
456	0.369129
457	1.30163
458	1.13518
459	1.47853
460	0.35726
461	0.255905
462	0.0528513
463	0.261221
464	0.0395734
465	0.0418218
466	0.0350434
467	0.0623869
468	0.645262
469	0.044725
470	0.72705
471	2.10928
